TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,AmountBin,AgeBin,Target
149.02,1621,0,13,1,46.0,1,176.0,1.0,9379.72,17,1,0,2
74.27,1277,0,22,2,59.0,0,148.0,1.0,13696.61,296,1,0,2
876.57,1679,0,32,0,62.0,2,118.0,1.0,3743.6300000000006,31,0,1,2
615.58,1786,1,17,0,42.0,0,133.0,1.0,14343.0,271,0,0,2
643.03,1397,0,17,2,36.0,1,52.00000000000001,1.0,2882.16,119,0,2,2
7.950000000000001,57,1,31,0,79.0,2,65.0,1.0,5631.2,223,1,1,0
270.92,738,0,21,1,77.0,2,143.0,1.0,4574.43,28,1,1,3
499.47999999999996,117,1,5,0,24.0,3,133.0,1.0,1242.62,141,2,2,0
841.5,919,0,1,1,25.0,3,287.0,1.0,352.31,164,0,2,3
138.82,1916,1,13,2,77.0,2,53.00000000000001,1.0,3100.22,324,1,1,1
231.46,1045,0,24,1,60.0,1,83.0,1.0,4707.24,128,1,1,3
292.08,2470,1,8,0,72.0,2,32.0,1.0,7950.48,191,1,1,1
63.98,2024,1,3,2,54.0,0,258.0,1.0,7954.12,30,1,0,1
235.21,1925,1,4,1,67.0,0,74.0,1.0,5946.61,275,1,1,1
201.73,1652,1,3,2,57.0,1,78.0,1.0,6650.71,343,1,0,2
161.31,1681,1,26,0,28.0,3,13.0,1.0,1268.67,151,1,2,2
18.41,2275,1,1,1,53.0,0,168.00000000000003,1.0,8287.54,306,1,0,1
471.75,1027,0,38,1,34.0,0,41.0,1.0,12948.5,270,2,2,3
290.02,1797,1,25,1,55.0,1,246.0,1.0,4746.71,93,1,0,2
48.05,899,1,27,1,27.0,1,37.99999999999999,1.0,5334.97,164,1,2,3
359.42,966,1,3,1,55.0,0,30.0,1.0,1765.45,19,2,0,3
32.91,807,1,13,2,19.0,3,255.0,1.0,427.3,21,1,2,3
3.8000000000000003,1443,2,10,1,67.0,2,140.0,1.0,6285.39,128,1,1,2
31.81,652,1,13,2,51.0,2,149.0,1.0,1406.6,25,1,0,3
220.2,1682,1,4,2,28.0,3,102.0,1.0,1075.15,294,1,2,2
476.03,1618,0,15,1,77.0,2,99.0,1.0,5958.34,165,2,1,2
141.91,132,1,24,1,23.0,3,49.0,1.0,791.9699999999999,199,1,2,0
95.83,2271,1,42,2,27.0,3,91.0,1.0,1726.4,120,1,2,1
51.15,427,0,20,1,46.0,1,199.0,1.0,8992.25,270,1,0,0
50.75,1501,1,4,0,62.0,0,185.0,1.0,8271.47,78,1,1,2
185.07,2396,1,7,1,22.0,3,159.0,1.0,636.42,76,1,2,1
293.54,104,1,34,2,40.0,1,45.0,1.0,2290.1,121,1,0,0
285.26,2051,1,1,0,28.0,3,93.0,1.0,167.72,291,1,2,1
129.48,226,1,39,0,31.0,1,179.0,1.0,7581.7,259,1,2,0
743.03,1366,1,27,0,50.0,1,174.0,1.0,4111.38,176,0,0,2
297.86,235,0,25,0,28.0,3,96.0,1.0,1680.14,316,1,2,0
231.92,1260,1,16,0,66.0,0,12.0,1.0,5715.08,303,1,1,2
295.82,2364,0,6,1,47.0,1,45.99999999999999,1.0,5897.73,84,1,0,1
302.86,1216,2,20,2,55.0,0,275.0,1.0,5239.24,342,2,0,3
81.08,1746,1,29,0,58.0,1,56.0,1.0,7788.910000000001,54,1,0,2
775.6,1538,0,23,1,79.0,2,158.0,1.0,3898.6400000000003,109,0,1,2
211.91,1733,1,16,2,20.0,3,181.0,1.0,927.4699999999999,143,1,2,2
17.21,2434,1,29,2,23.0,3,219.0,1.0,914.16,36,1,2,1
124.22,910,1,5,0,23.0,3,172.0,1.0,9695.04,101,1,2,3
38.37,1616,1,35,0,63.0,0,135.0,1.0,8647.04,221,1,1,2
269.79,1839,1,38,0,52.0,1,17.0,1.0,1292.1,96,1,0,2
605.42,1080,1,23,0,21.0,3,33.0,1.0,392.34,197,0,2,3
29.19,166,0,26,1,58.0,0,41.0,1.0,12059.85,310,1,0,0
701.7,1199,0,39,2,61.0,2,64.0,1.0,6643.24,206,0,1,3
862.34,952,1,18,1,57.0,0,72.0,1.0,9903.48,341,0,0,3
410.97,1793,1,20,3,22.0,3,45.0,1.0,151.42,287,2,2,2
36.97,1554,1,41,1,41.0,1,79.0,1.0,2850.92,85,1,0,2
137.59,19,1,26,0,30.0,0,95.0,1.0,10679.67,306,1,2,0
168.11,904,0,27,2,51.0,0,12.0,1.0,10652.13,36,1,0,3
430.98,1892,1,3,1,24.0,3,93.0,1.0,569.25,276,2,2,1
13.87,2351,1,31,1,24.0,3,20.0,1.0,954.83,84,1,2,1
302.82,2067,1,17,0,36.0,1,175.0,1.0,9384.54,68,2,2,1
406.81,2306,1,27,2,66.0,2,84.00000000000001,1.0,1968.3600000000001,143,2,1,1
256.3,644,1,27,2,53.0,2,172.0,1.0,4203.05,0,1,0,3
80.96,1813,0,17,2,19.0,3,97.0,1.0,959.9399999999999,2,1,2,2
95.78,568,1,1,2,22.0,3,26.999999999999996,1.0,271.64,173,1,2,0
379.54,23,0,16,1,41.0,0,118.0,1.0,12571.76,0,2,0,0
903.19,1231,1,12,2,22.0,3,65.0,1.0,8627.08,14,0,2,3
847.45,1113,1,17,1,28.0,3,175.0,1.0,422.32,187,0,2,3
295.18,845,0,9,1,66.0,0,30.999999999999996,1.0,12961.53,90,1,1,3
18.46,2168,1,5,1,68.0,2,213.0,1.0,6381.6,234,1,1,1
603.23,1561,1,11,1,28.0,3,48.0,1.0,117.98000000000002,115,0,2,2
54.5,2196,0,30,1,57.0,2,147.0,1.0,1715.22,124,1,0,1
414.77,2483,1,37,2,29.0,0,274.0,1.0,5599.81,102,2,2,1
886.19,1536,1,7,1,61.0,2,69.00000000000001,1.0,7904.240000000001,126,0,1,2
440.03,2254,1,38,2,49.0,1,88.0,1.0,1490.44,236,2,0,1
76.39,93,1,10,1,18.0,3,219.0,1.0,5976.0,226,1,2,0
595.91,1467,0,35,0,19.0,3,162.0,1.0,1673.76,238,2,2,2
6.03,1454,1,6,1,76.0,2,70.0,1.0,3290.72,184,1,1,2
249.34,1504,1,5,0,26.0,1,197.0,1.0,3030.97,94,1,2,2
421.52,1505,1,38,1,20.0,3,67.0,1.0,369.86,238,2,2,2
189.77,390,1,33,1,58.0,1,24.0,1.0,6570.36,304,1,0,0
73.19,1955,1,1,1,76.0,2,213.0,1.0,2264.98,243,1,1,1
188.13,1004,0,17,2,75.0,2,198.0,1.0,5029.87,225,1,1,3
30.52,907,1,17,1,62.0,0,122.0,1.0,12327.74,55,1,1,3
170.24,1011,1,37,1,62.0,2,133.0,1.0,5172.99,101,1,1,3
56.62,408,1,2,1,54.0,0,121.0,1.0,8981.1,142,1,0,0
53.14,739,1,19,0,34.0,0,70.0,1.0,7914.999999999999,52,1,2,3
587.23,1392,1,29,2,27.0,3,144.0,1.0,500.84,178,2,2,2
21.27,1337,0,16,2,62.0,2,114.0,1.0,7392.79,211,1,1,2
76.02,1274,0,0,2,34.0,0,189.0,1.0,14765.41,327,1,2,2
155.51,1544,1,33,0,68.0,0,15.0,1.0,5360.19,120,1,1,2
135.15,545,1,7,2,72.0,2,50.00000000000001,1.0,5878.14,253,1,1,0
39.48,958,1,29,0,56.0,2,37.99999999999999,1.0,5889.51,326,1,0,3
451.68,722,1,15,2,33.0,1,15.0,1.0,4381.54,208,2,2,3
355.0,1601,0,13,2,26.0,3,33.0,1.0,185.47,251,2,2,2
427.69,595,1,33,0,43.0,1,236.0,1.0,2443.54,329,2,0,0
254.86,170,1,4,1,23.0,3,102.0,1.0,699.8999999999999,315,1,2,0
19.48,1244,1,9,0,27.0,1,114.0,1.0,4739.59,360,1,2,2
190.17,1059,1,3,0,49.0,0,265.0,1.0,12893.85,145,1,0,3
206.63,2318,0,28,2,59.0,2,128.0,1.0,7626.53,258,1,0,1
93.22,658,1,5,2,52.0,2,52.00000000000001,1.0,1014.6300000000001,198,1,0,3
547.98,2004,1,28,0,28.0,3,171.0,1.0,1358.54,360,2,2,1
641.06,2338,1,7,0,23.0,3,25.000000000000004,1.0,1602.13,58,0,2,1
836.45,385,1,41,2,61.0,2,63.0,1.0,1731.89,348,0,1,0
189.45,558,0,4,1,53.0,0,61.99999999999999,1.0,12578.75,188,1,0,0
91.84,1227,0,23,1,67.0,2,80.0,1.0,1712.41,129,1,1,3
609.52,1371,1,42,0,78.0,2,169.0,1.0,3485.03,116,0,1,2
859.3,1399,0,7,1,78.0,2,68.00000000000001,1.0,1146.78,33,0,1,2
100.01,1190,1,30,0,50.0,0,63.0,1.0,6393.12,184,1,0,3
28.78,1420,0,40,2,40.0,0,51.00000000000001,1.0,680.5499999999998,315,1,0,2
111.08,879,1,6,2,70.0,0,83.0,1.0,7037.34,275,1,1,3
52.23,1693,0,37,1,28.0,3,96.0,1.0,105.01,108,1,2,2
78.62,1385,1,28,1,32.0,0,52.00000000000001,1.0,1360.85,109,1,2,2
47.79,1716,1,10,1,25.0,3,37.0,1.0,1649.92,331,1,2,2
333.97,561,1,14,1,52.0,0,45.0,1.0,5237.36,324,2,0,0
30.87,1270,1,14,0,33.0,0,295.0,1.0,14348.65,259,1,2,2
710.43,474,1,36,2,67.0,2,115.0,1.0,5625.55,139,0,1,0
220.23,1741,1,25,0,41.0,1,48.0,1.0,3438.02,10,1,0,2
27.28,2426,1,1,0,29.0,0,96.0,1.0,10668.24,199,1,2,1
101.52,1450,1,40,0,49.0,1,98.0,1.0,2018.9000000000003,135,1,0,2
162.65,858,1,27,0,59.0,1,147.0,1.0,9500.95,296,1,0,3
10.52,1312,1,18,0,55.0,2,30.0,1.0,2472.99,282,1,0,2
270.72,587,1,20,1,38.0,0,37.0,1.0,6522.47,346,1,2,0
247.58,977,1,35,0,39.0,1,151.99999999999997,1.0,778.74,55,1,0,3
359.65,88,0,17,2,25.0,3,289.0,1.0,219.53,161,2,2,0
109.91,780,1,39,1,38.0,0,90.0,1.0,12896.06,273,1,2,3
215.72,1895,0,8,1,30.0,1,137.0,1.0,8697.11,330,1,2,1
490.76,2485,1,8,2,66.0,2,156.0,1.0,6414.11,201,2,1,1
224.28,309,1,6,2,64.0,2,68.00000000000001,1.0,5767.51,268,1,1,0
608.79,2069,1,13,2,55.0,1,157.0,1.0,2991.17,354,0,0,1
840.16,542,0,7,1,20.0,3,68.00000000000001,1.0,1236.76,348,0,2,0
203.34,2403,1,31,0,60.0,0,66.0,1.0,13586.99,200,1,1,1
90.88,2178,1,7,0,26.0,1,284.0,1.0,7117.35,266,1,2,1
60.11,2240,0,0,1,61.0,2,122.0,1.0,7235.87,106,1,1,1
393.92,889,1,22,1,72.0,2,47.0,1.0,7318.64,343,2,1,3
19.39,2156,1,7,0,43.0,0,45.0,1.0,9847.6,300,1,0,1
557.41,697,0,42,2,80.0,2,49.0,1.0,2968.75,211,2,1,3
57.07,1563,0,4,2,31.0,0,99.0,1.0,9323.71,311,1,2,2
395.27,1426,0,24,2,18.0,3,167.0,1.0,1764.08,118,2,2,2
289.05,1060,1,27,0,75.0,2,116.00000000000001,1.0,5683.49,334,1,1,3
46.11,583,1,37,2,33.0,0,233.0,1.0,5225.73,260,1,2,0
335.5,1481,1,34,0,63.0,2,47.0,1.0,6445.4,359,2,1,2
388.07,1650,1,39,2,24.0,3,68.00000000000001,1.0,289.71,253,2,2,2
520.86,541,0,34,2,51.0,1,66.0,1.0,9200.74,144,2,0,0
787.41,1112,1,22,2,25.0,3,39.0,1.0,300.87,21,0,2,3
31.699999999999996,996,0,33,0,48.0,0,121.0,1.0,743.8999999999999,99,1,0,3
22.3,784,1,30,0,21.0,3,90.0,1.0,1200.35,354,1,2,3
203.12,125,1,38,0,56.0,2,181.0,1.0,1562.39,172,1,0,0
315.94,403,0,33,1,49.0,0,172.0,1.0,7719.709999999999,345,2,0,0
0.26,2199,1,28,2,20.0,3,173.0,1.0,1833.67,82,1,2,1
210.77,990,1,23,0,71.0,2,161.0,1.0,5396.65,297,1,1,3
406.65,2099,1,23,0,57.0,0,107.0,1.0,12995.7,277,2,0,1
422.9,391,1,40,0,40.0,1,111.0,1.0,7616.43,268,2,0,0
20.62,1139,0,30,0,35.0,0,225.0,1.0,12500.8,146,1,2,3
174.39,49,1,37,0,19.0,3,36.0,1.0,1127.08,277,1,2,0
7.859999999999999,1926,0,34,1,76.0,2,91.0,1.0,3621.98,88,1,1,1
54.85,1645,0,37,1,58.0,2,40.0,1.0,2727.45,193,1,0,2
16.55,1687,1,40,1,26.0,1,159.0,1.0,6089.79,108,1,2,2
91.32,2111,1,25,1,58.0,1,77.0,1.0,2618.1,119,1,0,1
49.62,2319,1,32,0,55.0,1,111.0,1.0,3841.4199999999996,60,1,0,1
487.16,1,0,20,1,28.0,3,84.00000000000001,1.0,321.21,358,2,2,0
405.6,1447,1,40,2,37.0,1,44.0,1.0,9754.73,181,2,2,2
512.95,1933,1,8,1,57.0,1,143.0,1.0,9584.52,222,2,0,1
345.94,1878,1,32,0,31.0,0,163.0,1.0,7624.56,316,2,2,1
356.56,1877,1,27,2,47.0,1,52.00000000000001,1.0,2485.73,333,2,0,1
10.31,90,1,21,2,36.0,1,280.0,1.0,2137.9,290,1,2,0
211.69,1974,1,1,1,30.0,0,111.0,1.0,6412.85,87,1,2,1
221.49,1707,0,28,1,23.0,3,196.0,1.0,707.25,326,1,2,2
278.23,814,1,14,2,48.0,1,83.0,1.0,8300.54,203,1,0,3
116.88,1852,1,22,0,45.0,0,263.0,1.0,7717.339999999999,219,1,0,2
328.77,636,0,36,2,39.0,0,247.0,1.0,6967.03,214,2,0,3
77.53,1350,1,21,1,54.0,2,55.0,1.0,5158.6,49,1,0,2
421.74,1129,1,38,2,67.0,0,103.0,1.0,12031.14,235,2,1,3
313.69,484,1,28,1,73.0,2,151.99999999999997,1.0,7093.68,240,2,1,0
411.72,1131,1,42,1,29.0,0,153.0,1.0,8539.86,319,2,2,3
508.73,1283,1,6,1,59.0,2,89.0,1.0,7640.57,164,2,0,2
153.08,2234,1,29,0,24.0,3,201.0,1.0,1292.21,186,1,2,1
23.01,1061,1,19,1,63.0,2,166.0,1.0,5958.75,171,1,1,3
69.28,2027,1,20,2,25.0,3,129.0,1.0,708.7399999999999,277,1,2,1
51.25,1597,0,2,1,28.0,3,66.0,1.0,1744.4,328,1,2,2
407.65,1432,1,10,0,25.0,3,263.0,1.0,273.78,134,2,2,2
459.25,943,1,40,1,25.0,3,59.00000000000001,1.0,130.76,323,2,2,3
301.56,260,1,39,1,49.0,0,118.0,1.0,10389.6,240,2,0,0
17.67,1182,1,36,2,63.0,0,91.0,1.0,1048.18,271,1,1,3
5.29,511,0,37,2,32.0,0,132.0,1.0,12896.68,280,1,2,0
401.37,1726,1,20,1,43.0,1,251.0,1.0,8208.54,317,2,0,2
145.4,1232,1,40,2,38.0,1,24.0,1.0,5244.49,209,1,2,3
556.34,1966,1,39,2,37.0,0,45.99999999999999,1.0,11935.14,49,2,2,1
34.31,774,1,30,0,24.0,3,251.0,1.0,1484.76,302,1,2,3
780.59,1188,0,40,2,23.0,3,145.0,1.0,6513.34,38,0,2,3
282.65,475,1,13,0,35.0,0,161.0,1.0,13801.15,148,1,2,0
305.27,1809,1,19,2,68.0,0,147.0,1.0,12958.65,188,2,1,2
185.81,1751,1,2,2,32.0,0,116.00000000000001,1.0,9588.71,232,1,2,2
66.01,1863,1,25,2,49.0,4,179.0,1.0,3475.99,42,1,0,2
447.95,80,1,40,1,29.0,1,75.0,1.0,7544.399999999999,177,2,2,0
279.3,1148,1,28,0,19.0,3,48.0,1.0,1193.61,57,1,2,3
611.15,1475,1,11,0,27.0,3,121.0,1.0,892.8299999999999,180,0,2,2
275.2,1560,1,27,2,54.0,1,81.0,1.0,1230.12,207,1,0,2
427.79,354,1,38,1,18.0,3,189.0,1.0,1479.67,151,2,2,0
469.13,2485,0,35,0,54.0,0,139.0,1.0,1265.28,67,2,0,1
102.81,2287,1,39,1,76.0,2,47.0,1.0,3228.87,104,1,1,1
22.61,2411,1,39,2,19.0,3,145.0,1.0,1111.67,24,1,2,1
68.28,1051,1,4,2,56.0,1,293.0,1.0,3213.16,121,1,0,3
33.65,1737,0,27,2,63.0,0,146.0,1.0,12719.93,61,1,1,2
362.68,108,0,24,0,63.0,2,137.0,1.0,2040.77,7,2,1,0
73.23,1152,1,37,1,20.0,3,172.0,1.0,1309.85,358,1,2,3
654.49,2172,0,2,2,25.0,3,104.0,1.0,164.61,136,0,2,1
18.56,748,0,22,1,49.0,1,161.0,1.0,4230.37,77,1,0,3
389.05,45,1,9,0,27.0,3,41.0,1.0,761.0,304,2,2,0
66.91,196,1,39,0,39.0,0,85.0,1.0,871.1,236,1,0,0
335.48,432,1,28,1,45.0,1,155.0,1.0,3023.16,22,2,0,0
38.14,2460,1,0,2,19.0,3,174.0,1.0,1119.21,216,1,2,1
360.02,258,1,9,2,68.0,2,68.00000000000001,1.0,6400.59,150,2,1,0
567.71,243,1,22,2,63.0,0,80.0,1.0,13884.24,256,2,1,0
218.19,942,1,2,0,19.0,3,185.0,1.0,620.83,244,1,2,3
209.99,1667,1,10,0,19.0,3,40.0,1.0,1938.0100000000002,315,1,2,2
11.02,2120,1,40,1,19.0,3,280.0,1.0,964.79,33,1,2,1
83.43,981,1,27,2,56.0,2,109.0,1.0,1870.16,316,1,0,3
344.97,549,1,2,2,34.0,0,106.0,1.0,5577.94,196,2,2,0
172.29,190,1,12,0,36.0,1,283.0,1.0,8700.8,139,1,2,0
195.54,1286,1,29,2,60.0,2,255.0,1.0,2794.66,158,1,1,2
101.23,1416,1,7,2,45.0,1,87.0,1.0,6169.71,19,1,0,2
180.46,498,1,14,0,25.0,3,34.0,1.0,831.7499999999999,299,1,2,0
692.55,466,1,5,1,53.0,2,109.0,1.0,2451.56,353,0,0,0
147.31,1071,0,23,2,34.0,0,91.99999999999999,1.0,13625.52,95,1,2,3
107.48,247,1,20,1,20.0,3,103.0,1.0,1379.39,343,1,2,0
81.51,1455,1,42,1,25.0,3,97.0,1.0,865.4899999999999,52,1,2,2
365.48,937,0,39,2,76.0,2,215.99999999999997,1.0,7147.4,254,2,1,3
491.1,1007,0,15,2,35.0,1,125.0,1.0,7833.85,69,2,2,3
452.8,2209,1,20,1,80.0,2,151.0,1.0,4840.67,71,2,1,1
645.04,2416,1,22,1,70.0,2,78.0,1.0,7361.47,66,0,1,1
169.28,591,1,30,1,45.0,0,114.0,1.0,5128.44,330,1,0,0
88.42,1956,1,12,0,62.0,0,91.0,1.0,12381.45,172,1,1,1
155.53,571,1,3,0,29.0,1,66.0,1.0,4008.05,133,1,2,0
39.24,2138,1,9,0,77.0,2,106.0,1.0,6462.41,294,1,1,1
78.77,839,0,19,0,48.0,1,50.00000000000001,1.0,6470.57,18,1,0,3
26.5,249,1,16,2,48.0,1,179.0,1.0,4854.83,61,1,0,0
83.62,1146,1,33,0,48.0,0,146.0,1.0,12652.22,342,1,0,3
142.78,840,1,36,1,68.0,0,150.0,1.0,11705.88,358,1,1,3
55.99,2117,1,12,0,35.0,0,95.0,1.0,932.61,57,1,2,1
774.48,450,1,21,1,61.0,0,30.999999999999996,1.0,11613.58,130,0,1,0
105.37,859,1,34,0,25.0,3,160.0,1.0,1068.55,201,1,2,3
118.83,1157,1,41,2,28.0,3,295.0,1.0,1616.3,125,1,2,3
46.22,2121,1,38,1,23.0,3,217.0,1.0,471.2799999999999,156,1,2,1
659.71,816,0,38,1,21.0,3,148.0,1.0,106.86,189,0,2,3
377.97,2158,1,24,2,72.0,2,160.0,1.0,2457.1,280,2,1,1
114.1,934,1,4,1,69.0,2,148.0,1.0,5882.12,295,1,1,3
11.3,2272,0,21,2,55.0,2,41.0,1.0,1938.99,182,1,0,1
95.5,917,1,29,2,57.0,2,17.0,1.0,4079.09,116,1,0,3
130.93,250,0,15,1,28.0,1,149.0,1.0,860.1199999999999,294,1,2,0
272.97,717,1,4,2,68.0,2,174.0,1.0,7811.310000000001,274,1,1,3
73.35,500,1,37,1,24.0,3,47.0,1.0,1181.84,214,1,2,0
29.94,1911,1,37,0,58.0,0,243.0,1.0,10915.54,337,1,0,1
50.52,1921,1,4,2,20.0,3,140.0,1.0,1121.19,360,1,2,1
820.46,624,0,13,2,53.0,1,243.0,1.0,5621.86,240,0,0,3
153.07,638,1,11,0,56.0,1,116.00000000000001,1.0,8873.43,342,1,0,3
52.94,1074,1,40,1,41.0,0,146.0,1.0,6990.92,284,1,0,3
384.41,710,1,17,0,60.0,1,65.0,1.0,7831.56,230,2,1,3
235.42,1263,1,31,1,51.0,2,175.0,1.0,6173.23,282,1,0,2
114.23,1038,1,9,0,56.0,0,64.0,1.0,9523.72,12,1,0,3
12.62,819,1,12,1,33.0,0,61.00000000000001,1.0,6420.47,160,1,2,3
373.52,1781,1,7,0,35.0,1,235.0,1.0,6430.41,292,2,2,2
336.05,750,1,35,1,28.0,3,164.0,1.0,1635.05,349,2,2,3
366.93,2352,1,15,2,66.0,2,33.0,1.0,6697.79,309,2,1,1
112.27,1970,1,39,1,58.0,0,102.0,1.0,7369.89,299,1,0,1
494.9599999999999,612,1,34,0,40.0,1,132.0,1.0,6903.68,131,2,0,0
561.58,1154,1,34,2,65.0,0,22.999999999999996,1.0,11748.86,9,2,1,3
440.94,1708,1,35,2,42.0,0,148.0,1.0,7303.23,298,2,0,2
71.9,333,1,20,1,29.0,0,51.00000000000001,1.0,10619.35,343,1,2,0
256.66,1292,0,33,2,54.0,2,137.0,1.0,1794.5,32,1,0,2
166.55,1280,0,15,1,59.0,0,99.0,1.0,12970.21,193,1,0,2
276.26,286,1,21,1,56.0,0,143.0,1.0,120.88999999999999,323,1,0,0
35.46,1301,1,16,0,67.0,0,164.0,1.0,5692.31,229,1,1,2
38.14,655,1,32,1,50.0,1,165.0,1.0,9879.87,53,1,0,3
506.25999999999993,2388,0,3,0,64.0,2,86.0,1.0,6266.65,329,2,1,1
736.32,685,1,16,2,31.0,0,28.0,1.0,14268.95,240,0,2,3
389.43,2242,0,2,0,52.0,1,151.0,1.0,6449.83,273,2,0,1
25.58,2149,1,29,0,60.0,1,166.0,1.0,6741.41,6,1,1,1
446.1,1750,1,39,0,25.0,3,243.0,1.0,1008.44,127,2,2,2
147.74,1647,1,33,1,23.0,3,15.0,1.0,1711.78,354,1,2,2
46.23,973,1,14,2,77.0,2,282.0,1.0,5107.75,203,1,1,3
265.37,962,1,42,1,33.0,1,77.0,1.0,5229.95,177,1,2,3
342.57,217,1,4,2,20.0,3,91.0,1.0,339.16,208,2,2,0
417.26,401,0,27,2,32.0,0,45.0,1.0,10442.48,329,2,2,0
33.63,2066,1,8,2,63.0,2,75.99999999999999,1.0,4324.4,268,1,1,1
64.58,2298,1,12,1,55.0,2,173.0,1.0,6292.29,303,1,0,1
23.23,729,0,24,1,21.0,3,122.0,1.0,269.01,211,1,2,3
285.49,1480,0,5,1,53.0,0,109.0,1.0,6366.84,350,1,0,2
71.87,109,1,26,0,22.0,3,258.0,1.0,1839.1,343,1,2,0
308.8,2448,1,3,0,53.0,2,41.0,1.0,3966.5399999999995,216,2,0,1
288.43,830,1,31,1,66.0,2,72.0,1.0,4577.09,157,1,1,3
147.46,1903,0,0,2,65.0,0,205.0,1.0,7458.029999999999,307,1,1,1
214.15,2033,1,43,1,32.0,1,217.0,1.0,6397.29,275,1,2,1
170.36,581,1,16,0,30.0,0,118.0,1.0,6034.73,181,1,2,0
736.53,852,1,30,0,55.0,1,120.0,1.0,9826.26,195,0,0,3
213.42,1368,1,8,0,45.0,1,17.0,1.0,3736.3800000000006,302,1,0,2
94.09,1695,1,24,1,27.0,3,203.0,1.0,646.8499999999999,246,1,2,2
91.23,863,2,4,0,72.0,2,86.0,1.0,6385.12,126,1,1,3
263.92,1362,0,36,1,57.0,2,233.0,1.0,4161.71,259,1,0,2
77.5,944,0,13,2,51.0,0,201.0,1.0,11079.77,112,1,0,3
3.65,289,1,24,2,69.0,0,146.0,1.0,10017.11,277,1,1,0
43.88,2129,0,39,2,26.0,3,251.0,1.0,1644.09,118,1,2,1
224.79,1547,1,4,2,18.0,3,129.0,1.0,528.38,242,1,2,2
64.3,1638,1,21,0,55.0,2,67.0,1.0,7530.299999999999,334,1,0,2
111.79,2450,1,17,2,62.0,0,49.0,1.0,10887.59,310,1,1,1
613.7,365,0,13,1,61.0,2,37.0,1.0,7307.11,269,0,1,0
170.45,37,1,37,1,60.0,1,199.0,1.0,2284.41,174,1,1,0
344.27,1748,1,35,1,22.0,3,123.0,1.0,1918.3600000000001,194,2,2,2
872.72,744,1,42,2,22.0,3,288.0,1.0,503.01,265,0,2,3
292.95,312,1,22,1,37.0,1,56.0,1.0,1216.91,289,1,2,0
28.44,1615,1,14,0,18.0,3,243.0,1.0,1071.04,160,1,2,2
209.02,444,1,12,0,21.0,3,74.0,1.0,187.9,295,1,2,0
20.05,2259,1,6,0,72.0,2,171.0,1.0,7145.67,97,1,1,1
175.02,662,1,31,2,28.0,3,71.0,1.0,1493.88,178,1,2,3
89.5,1527,0,21,1,41.0,1,134.0,1.0,8658.95,158,1,0,2
69.96,1936,1,3,1,28.0,3,30.999999999999996,1.0,164.12,110,1,2,1
376.78,1493,0,26,2,21.0,3,88.0,1.0,841.6499999999999,86,2,2,2
148.54,2413,0,8,1,71.0,2,107.0,1.0,5677.05,328,1,1,1
388.77,2345,0,17,2,26.0,3,30.0,1.0,1658.49,281,2,2,1
100.38,2241,1,39,1,63.0,0,49.0,1.0,10171.68,175,1,1,1
137.23,657,1,14,1,64.0,0,63.0,1.0,13847.99,138,1,1,3
870.3,1593,1,38,0,51.0,2,229.0,1.0,3688.98,151,0,0,2
458.94,1306,1,11,1,52.0,1,180.0,1.0,5619.95,132,2,0,2
327.35,1800,0,22,1,20.0,3,175.0,1.0,342.08,295,2,2,2
757.15,116,1,33,2,53.0,1,37.99999999999999,1.0,4702.86,103,0,0,0
47.23,1409,0,22,2,73.0,2,160.0,1.0,6659.81,283,1,1,2
239.41,2054,0,43,2,42.0,0,247.99999999999997,1.0,7860.65,56,1,0,1
170.97,786,1,26,1,26.0,3,292.0,1.0,1265.27,88,1,2,3
659.15,200,1,4,0,22.0,3,204.0,1.0,1241.59,1,0,2,0
31.53,2404,1,18,2,25.0,3,283.0,1.0,874.93,10,1,2,1
111.66,1039,0,43,2,48.0,1,140.0,1.0,5716.72,73,1,0,3
250.01,2073,1,18,0,62.0,2,88.0,1.0,1541.48,346,1,1,1
554.15,718,1,33,0,49.0,0,107.99999999999999,1.0,14817.22,347,2,0,3
598.66,74,2,5,1,32.0,1,222.0,1.0,2587.11,317,2,2,0
28.38,898,1,34,1,55.0,0,98.0,1.0,173.7,153,1,0,3
16.8,2235,1,36,0,49.0,0,94.0,1.0,11847.07,208,1,0,1
896.79,2077,1,9,2,33.0,0,168.00000000000003,1.0,11146.74,22,0,2,1
159.0,463,1,19,0,49.0,1,37.99999999999999,1.0,369.79,132,1,0,0
56.31,1814,0,15,2,75.0,2,195.0,1.0,6396.08,109,1,1,2
203.99,137,1,30,2,52.0,2,215.0,1.0,4840.31,209,1,0,0
50.99,2043,1,11,1,29.0,0,75.99999999999999,1.0,1334.6,217,1,2,1
101.28,1555,0,6,2,32.0,1,75.0,1.0,2774.35,21,1,2,2
299.92,1883,1,10,0,27.0,3,122.0,1.0,1368.0,156,1,2,1
77.54,205,1,31,2,67.0,2,73.0,1.0,4536.38,239,1,1,0
18.35,1732,1,26,1,21.0,3,78.0,1.0,1293.39,223,1,2,2
732.53,924,0,38,0,26.0,3,116.00000000000001,1.0,441.54,350,0,2,3
65.11,1665,1,26,0,34.0,1,150.0,1.0,8485.14,152,1,2,2
